Marca,Modelo,Condicao,Memoria,Bateria,Preco,TempoConta,Vendas,Golpe
Apple,iPhone 8 Plus,Com defeito,32,Muito Ruim (abaixo de 39%),1290.97,282,13,Sim
Apple,iPhone 11,Com defeito,64,Ruim (40% ate 59%),1182.94,198,11,Sim
Samsung,Galaxy S21,Usado - Bom,64,Perfeita (95% ate 100%),906.02,211,3,Nao
Motorola,Motorola G7,Recondicionado,32,Perfeita (95% ate 100%),365.08,211,8,Nao
Samsung,Galaxy S20,Usado - Excelente,128,Muito Ruim (abaixo de 39%),533.16,198,9,Nao
Apple,iPhone XR,Usado - Bom,128,Perfeita (95% ate 100%),1488.47,341,19,Nao
Motorola,Motorola Edge 30,Usado - Bom,32,Boa (80% ate 94%),1215.51,68,1,Nao
Samsung,Galaxy A71,Recondicionado,64,Ruim (40% ate 59%),1481.89,65,3,Nao
Samsung,Galaxy S22,Usado - Bom,256,Muito Ruim (abaixo de 39%),524.51,201,13,Nao
Motorola,Motorola Edge 30,Com defeito,32,Ruim (40% ate 59%),936.56,346,13,Nao
Motorola,Motorola Edge 30,Novo,32,Perfeita (95% ate 100%),955.37,110,17,Nao
Samsung,Galaxy A71,Usado - Bom,32,Ruim (40% ate 59%),490.8,364,16,Nao
Samsung,Galaxy S20,Recondicionado,32,Ruim (40% ate 59%),1145.25,186,10,Nao
Apple,iPhone 12,Usado - Excelente,32,Muito Ruim (abaixo de 39%),1222.35,202,8,Sim
Apple,iPhone 13,Usado - Bom,64,Ok (60% ate 79%),816.53,281,13,Sim
Samsung,Galaxy S20,Recondicionado,32,Perfeita (95% ate 100%),995.09,349,2,Nao
Samsung,Galaxy S21,Com defeito,32,Perfeita (95% ate 100%),450.1,191,5,Nao
Motorola,Motorola G7,Novo,128,Boa (80% ate 94%),1085.44,352,14,Nao
Samsung,Galaxy S21,Com defeito,32,Muito Ruim (abaixo de 39%),1270.67,42,3,Nao
Samsung,Galaxy A71,Com defeito,128,Boa (80% ate 94%),1093.41,202,3,Nao
Apple,iPhone 12,Usado - Bom,128,Ok (60% ate 79%),1448.44,97,3,Nao
Motorola,Motorola Edge 30,Com defeito,32,Boa (80% ate 94%),341.21,159,11,Nao
Apple,iPhone 13,Usado - Bom,128,Ruim (40% ate 59%),908.72,17,8,Nao
Apple,iPhone XR,Novo,32,Perfeita (95% ate 100%),598.79,364,13,Sim
Samsung,Galaxy S22,Novo,32,Perfeita (95% ate 100%),1058.89,233,7,Nao
Motorola,Motorola G7,Novo,64,Ok (60% ate 79%),1254.65,278,4,Nao
Apple,iPhone 12,Usado - Bom,128,Muito Ruim (abaixo de 39%),529.87,117,3,Nao
Apple,iPhone 10,Usado - Excelente,128,Ok (60% ate 79%),1402.35,238,16,Nao
Motorola,Motorola G7,Recondicionado,32,Perfeita (95% ate 100%),1156.63,364,20,Nao
Samsung,Galaxy A71,Com defeito,64,Perfeita (95% ate 100%),409.65,283,19,Nao
Apple,iPhone 8 Plus,Usado - Bom,64,Ok (60% ate 79%),555.19,33,2,Sim
Apple,iPhone XR,Recondicionado,256,Ok (60% ate 79%),401.4,79,1,Nao
Apple,iPhone 12,Novo,128,Ok (60% ate 79%),1203.47,286,14,Nao
Motorola,Motorola G7,Recondicionado,32,Ok (60% ate 79%),1377.88,282,17,Nao
Apple,iPhone 13,Com defeito,256,Muito Ruim (abaixo de 39%),320.7,112,19,Nao
Apple,iPhone 12,Recondicionado,256,Ok (60% ate 79%),417.01,230,7,Nao
Samsung,Galaxy S21,Novo,64,Perfeita (95% ate 100%),445.63,56,18,Nao
Apple,iPhone 8 Plus,Usado - Excelente,64,Perfeita (95% ate 100%),1283.01,279,4,Sim
Motorola,Motorola Edge 30,Usado - Excelente,32,Boa (80% ate 94%),831.26,278,7,Nao
Samsung,Galaxy S21,Novo,128,Perfeita (95% ate 100%),924.53,294,10,Nao
Apple,iPhone 10,Usado - Excelente,256,Ok (60% ate 79%),1460.65,40,8,Nao
Motorola,Motorola Edge 30,Recondicionado,128,Muito Ruim (abaixo de 39%),546.5,193,5,Nao
Motorola,Motorola G7,Recondicionado,256,Ok (60% ate 79%),1265.9,202,19,Nao
Apple,iPhone XR,Novo,32,Perfeita (95% ate 100%),476.07,319,2,Sim
Samsung,Galaxy S21,Usado - Bom,128,Ruim (40% ate 59%),1003.44,222,18,Nao
Motorola,Motorola Edge 30,Usado - Bom,32,Perfeita (95% ate 100%),945.14,243,3,Nao
Apple,iPhone 10,Recondicionado,32,Ok (60% ate 79%),460.49,230,13,Sim
Apple,iPhone XR,Usado - Excelente,32,Ok (60% ate 79%),552.28,260,7,Sim
Apple,iPhone 10,Usado - Excelente,256,Ruim (40% ate 59%),1324.61,5,9,Sim
Apple,iPhone 14,Novo,128,Muito Ruim (abaixo de 39%),641.45,227,20,Nao
Motorola,Motorola G7,Novo,128,Ruim (40% ate 59%),820.34,143,19,Nao
Motorola,Motorola Edge 30,Usado - Bom,128,Muito Ruim (abaixo de 39%),533.2,151,17,Nao
Samsung,Galaxy A51,Usado - Bom,32,Ruim (40% ate 59%),490.8,87,20,Nao
Samsung,Galaxy A71,Usado - Excelente,128,Muito Ruim (abaixo de 39%),767.02,236,16,Nao
Motorola,Motorola G7,Recondicionado,256,Muito Ruim (abaixo de 39%),711.57,92,8,Nao
Apple,iPhone XR,Recondicionado,128,Perfeita (95% ate 100%),1488.47,260,5,Nao
Apple,iPhone 15,Recondicionado,64,Muito Ruim (abaixo de 39%),804.15,117,10,Sim
Samsung,Galaxy S22,Usado - Bom,64,Ruim (40% ate 59%),1152.12,193,8,Nao
Motorola,Motorola G7,Usado - Bom,32,Boa (80% ate 94%),307.56,17,12,Nao
Motorola,Motorola Edge 30,Usado - Excelente,128,Perfeita (95% ate 100%),417.58,221,13,Nao
Motorola,Motorola Edge 30,Com defeito,64,Ruim (40% ate 59%),1087.97,256,8,Nao
Samsung,Galaxy S22,Usado - Excelente,64,Muito Ruim (abaixo de 39%),1406.23,321,3,Nao
Apple,iPhone XR,Usado - Excelente,256,Muito Ruim (abaixo de 39%),752.02,230,10,Nao
Samsung,Galaxy S20,Recondicionado,256,Perfeita (95% ate 100%),1108.96,363,14,Nao
Motorola,Motorola Edge 30,Com defeito,64,Boa (80% ate 94%),1233.81,222,1,Nao
Apple,iPhone 14,Usado - Bom,128,Boa (80% ate 94%),315.83,227,4,Nao
Apple,iPhone 11,Novo,32,Boa (80% ate 94%),536.32,154,1,Sim
Apple,iPhone 10,Usado - Bom,128,Muito Ruim (abaixo de 39%),1205.55,97,5,Nao
Apple,iPhone 15,Novo,64,Ruim (40% ate 59%),1230.83,263,6,Sim
Motorola,Motorola G7,Novo,32,Ruim (40% ate 59%),974.45,281,8,Nao
Apple,iPhone 12,Recondicionado,128,Muito Ruim (abaixo de 39%),1482.91,174,13,Nao
Motorola,Motorola Edge 30,Novo,128,Muito Ruim (abaixo de 39%),955.37,264,14,Nao
Apple,iPhone 8 Plus,Novo,32,Ruim (40% ate 59%),423.68,236,15,Sim
Motorola,Motorola G7,Usado - Excelente,32,Perfeita (95% ate 100%),820.34,175,13,Nao
Motorola,Motorola G7,Recondicionado,32,Perfeita (95% ate 100%),743.27,114,12,Nao
Samsung,Galaxy S20,Recondicionado,32,Muito Ruim (abaixo de 39%),914.45,50,3,Nao
Samsung,Galaxy S22,Com defeito,32,Ruim (40% ate 59%),524.51,283,14,Nao
Samsung,Galaxy A51,Com defeito,256,Ruim (40% ate 59%),709.97,363,10,Nao
Motorola,Motorola G7,Usado - Bom,128,Ruim (40% ate 59%),850.56,236,4,Nao
Apple,iPhone 11,Novo,256,Muito Ruim (abaixo de 39%),1034.74,243,9,Nao
Motorola,Motorola G7,Novo,32,Perfeita (95% ate 100%),936.56,170,14,Nao
Motorola,Motorola Edge 30,Novo,256,Perfeita (95% ate 100%),1353.09,319,14,Nao
Motorola,Motorola G7,Com defeito,32,Ok (60% ate 79%),1214.47,242,13,Nao
Samsung,Galaxy S21,Usado - Bom,128,Muito Ruim (abaixo de 39%),620.9,130,11,Nao
Samsung,Galaxy S21,Usado - Bom,128,Ok (60% ate 79%),413.59,17,12,Nao
Samsung,Galaxy S22,Novo,256,Boa (80% ate 94%),1465.91,274,9,Nao
Samsung,Galaxy S21,Com defeito,64,Perfeita (95% ate 100%),1215.37,169,15,Nao
Apple,iPhone 10,Recondicionado,128,Boa (80% ate 94%),487.42,50,1,Nao
Apple,iPhone 10,Usado - Bom,128,Perfeita (95% ate 100%),315.83,62,6,Nao
Motorola,Motorola Edge 30,Com defeito,64,Perfeita (95% ate 100%),440.99,62,18,Nao
Samsung,Galaxy S21,Novo,128,Ok (60% ate 79%),1408.92,230,6,Nao
Motorola,Motorola G7,Novo,256,Ok (60% ate 79%),1178.71,227,2,Nao
Apple,iPhone 15,Recondicionado,32,Muito Ruim (abaixo de 39%),641.45,59,8,Sim
Motorola,Motorola Edge 30,Usado - Excelente,64,Boa (80% ate 94%),862.26,193,15,Nao
Motorola,Motorola G7,Com defeito,64,Ruim (40% ate 59%),1189.43,121,7,Nao
Apple,iPhone 15,Com defeito,64,Muito Ruim (abaixo de 39%),452.04,124,4,Sim
Samsung,Galaxy S20,Usado - Excelente,64,Perfeita (95% ate 100%),1215.37,289,18,Nao
Motorola,Motorola Edge 30,Com defeito,32,Perfeita (95% ate 100%),1461.65,288,11,Nao
Samsung,Galaxy A51,Usado - Bom,64,Ruim (40% ate 59%),767.28,68,3,Nao
Apple,iPhone XR,Recondicionado,32,Ruim (40% ate 59%),434.49,132,17,Sim
Apple,iPhone 12,Novo,128,Muito Ruim (abaixo de 39%),658.34,202,19,Nao
Samsung,Galaxy S22,Novo,64,Ruim (40% ate 59%),1136.06,363,14,Nao
Samsung,Galaxy A51,Usado - Excelente,256,Perfeita (95% ate 100%),692.29,247,20,Nao
Samsung,Galaxy S21,Recondicionado,256,Ruim (40% ate 59%),995.09,129,16,Nao
Apple,iPhone 8 Plus,Usado - Bom,256,Ruim (40% ate 59%),496.13,97,14,Nao
Motorola,Motorola Edge 30,Novo,32,Perfeita (95% ate 100%),420.08,40,5,Nao
Motorola,Motorola G7,Novo,256,Boa (80% ate 94%),732.67,199,17,Nao
Samsung,Galaxy A71,Recondicionado,32,Perfeita (95% ate 100%),595.01,198,14,Nao
Motorola,Motorola Edge 30,Usado - Bom,128,Perfeita (95% ate 100%),1305.12,341,1,Nao
Apple,iPhone 14,Usado - Excelente,64,Muito Ruim (abaixo de 39%),683.06,53,4,Sim
Apple,iPhone XR,Com defeito,32,Ok (60% ate 79%),1244.67,68,7,Sim
Apple,iPhone 12,Usado - Bom,128,Perfeita (95% ate 100%),554.39,243,1,Nao
Samsung,Galaxy S21,Recondicionado,256,Perfeita (95% ate 100%),951.24,238,10,Nao
Apple,iPhone 8 Plus,Usado - Bom,128,Ok (60% ate 79%),322.64,355,9,Nao
Motorola,Motorola Edge 30,Recondicionado,32,Ruim (40% ate 59%),587.88,321,11,Nao
Samsung,Galaxy S21,Recondicionado,256,Ruim (40% ate 59%),305.3,264,19,Nao
Apple,iPhone 14,Usado - Bom,256,Boa (80% ate 94%),395.54,291,4,Nao
Apple,iPhone 14,Usado - Bom,32,Ok (60% ate 79%),526.03,284,19,Sim
Samsung,Galaxy A51,Recondicionado,64,Muito Ruim (abaixo de 39%),739.46,50,16,Nao
Motorola,Motorola Edge 30,Novo,64,Ruim (40% ate 59%),976.26,264,9,Nao
Apple,iPhone 15,Usado - Excelente,64,Boa (80% ate 94%),1230.35,46,7,Sim
Motorola,Motorola G7,Com defeito,32,Ruim (40% ate 59%),355.74,32,1,Nao
Apple,iPhone 13,Usado - Bom,128,Perfeita (95% ate 100%),556.91,169,6,Nao
Apple,iPhone 13,Usado - Excelente,32,Perfeita (95% ate 100%),932.54,184,12,Sim
Samsung,Galaxy A51,Usado - Bom,128,Perfeita (95% ate 100%),595.03,159,20,Nao
Samsung,Galaxy S22,Usado - Bom,32,Muito Ruim (abaixo de 39%),345.86,287,18,Nao
Apple,iPhone 10,Com defeito,256,Boa (80% ate 94%),1324.61,362,19,Nao
Motorola,Motorola G7,Com defeito,32,Boa (80% ate 94%),1179.53,175,2,Nao
Samsung,Galaxy S20,Com defeito,128,Ok (60% ate 79%),1199.01,298,15,Nao
Motorola,Motorola Edge 30,Usado - Excelente,128,Perfeita (95% ate 100%),643.43,288,3,Nao
Apple,iPhone 8 Plus,Usado - Bom,128,Perfeita (95% ate 100%),938.75,153,18,Nao
Apple,iPhone 11,Usado - Bom,64,Boa (80% ate 94%),1482.91,19,3,Sim
Apple,iPhone 14,Com defeito,256,Boa (80% ate 94%),1333.14,264,16,Nao
Samsung,Galaxy S20,Recondicionado,256,Ok (60% ate 79%),1481.89,272,1,Nao
Motorola,Motorola Edge 30,Com defeito,128,Boa (80% ate 94%),1265.9,97,1,Nao
Samsung,Galaxy S21,Novo,256,Ok (60% ate 79%),405.05,236,14,Nao
Motorola,Motorola Edge 30,Usado - Bom,64,Ruim (40% ate 59%),800.45,112,14,Nao
Samsung,Galaxy S20,Recondicionado,32,Perfeita (95% ate 100%),834.36,264,1,Nao
Samsung,Galaxy S21,Usado - Excelente,128,Muito Ruim (abaixo de 39%),1117.64,148,3,Nao
Samsung,Galaxy A51,Recondicionado,64,Muito Ruim (abaixo de 39%),713.82,115,1,Nao
Apple,iPhone 11,Com defeito,256,Ruim (40% ate 59%),1482.91,352,1,Nao
Samsung,Galaxy S21,Recondicionado,128,Ruim (40% ate 59%),1297.26,122,13,Nao
Motorola,Motorola Edge 30,Usado - Excelente,256,Muito Ruim (abaixo de 39%),820.34,287,4,Nao
Apple,iPhone 15,Usado - Excelente,256,Ok (60% ate 79%),1290.97,132,12,Nao
Motorola,Motorola Edge 30,Usado - Bom,64,Ruim (40% ate 59%),945.64,52,16,Nao
Apple,iPhone 8 Plus,Novo,32,Perfeita (95% ate 100%),345.18,115,8,Sim
Samsung,Galaxy S21,Usado - Excelente,256,Ok (60% ate 79%),1430.42,129,3,Nao
Samsung,Galaxy A71,Usado - Bom,128,Perfeita (95% ate 100%),1108.96,90,1,Nao
Motorola,Motorola G7,Recondicionado,256,Ruim (40% ate 59%),751.98,353,3,Nao
Motorola,Motorola G7,Usado - Bom,32,Perfeita (95% ate 100%),850.56,217,9,Nao
Apple,iPhone 11,Usado - Excelente,128,Ok (60% ate 79%),892.08,255,20,Nao
Samsung,Galaxy S20,Com defeito,32,Boa (80% ate 94%),354.39,137,17,Nao
Apple,iPhone XR,Usado - Excelente,128,Ok (60% ate 79%),1247.24,247,3,Nao
Apple,iPhone 12,Usado - Bom,256,Muito Ruim (abaixo de 39%),833.25,101,5,Nao
Samsung,Galaxy S21,Recondicionado,128,Boa (80% ate 94%),595.03,221,19,Nao
Samsung,Galaxy S20,Usado - Bom,32,Ok (60% ate 79%),914.45,279,20,Nao
Apple,iPhone 14,Recondicionado,256,Perfeita (95% ate 100%),1469.79,79,8,Nao
Samsung,Galaxy S21,Usado - Bom,32,Ruim (40% ate 59%),409.65,97,17,Nao
Motorola,Motorola Edge 30,Usado - Bom,256,Perfeita (95% ate 100%),532.5,129,7,Nao
Samsung,Galaxy S21,Novo,32,Perfeita (95% ate 100%),1378.63,159,16,Nao
Motorola,Motorola Edge 30,Usado - Excelente,64,Perfeita (95% ate 100%),800.45,234,10,Nao
Motorola,Motorola G7,Com defeito,64,Boa (80% ate 94%),654.5,122,17,Nao
Samsung,Galaxy S20,Com defeito,64,Ok (60% ate 79%),595.03,320,16,Nao
Apple,iPhone 13,Usado - Excelente,128,Perfeita (95% ate 100%),859.19,17,19,Nao
Apple,iPhone XR,Usado - Bom,128,Muito Ruim (abaixo de 39%),776.42,81,12,Nao
Samsung,Galaxy S20,Usado - Excelente,128,Ruim (40% ate 59%),1005.31,264,2,Nao
Apple,iPhone 11,Novo,64,Ruim (40% ate 59%),442.91,42,3,Sim
Samsung,Galaxy S22,Com defeito,256,Perfeita (95% ate 100%),1152.12,333,15,Nao
Motorola,Motorola Edge 30,Usado - Excelente,256,Muito Ruim (abaixo de 39%),1246.47,346,9,Nao
Motorola,Motorola Edge 30,Com defeito,128,Ruim (40% ate 59%),1246.47,17,10,Nao
Apple,iPhone 14,Novo,256,Boa (80% ate 94%),1274.96,64,12,Nao
Samsung,Galaxy A51,Usado - Excelente,64,Ok (60% ate 79%),870.06,255,1,Nao
Motorola,Motorola Edge 30,Usado - Excelente,64,Perfeita (95% ate 100%),1280.61,13,6,Nao
Motorola,Motorola Edge 30,Com defeito,128,Ok (60% ate 79%),743.27,311,8,Nao
Motorola,Motorola G7,Novo,256,Boa (80% ate 94%),385.93,323,12,Nao
Motorola,Motorola G7,Recondicionado,64,Boa (80% ate 94%),1353.09,19,14,Nao
Motorola,Motorola G7,Usado - Excelente,256,Ok (60% ate 79%),495.04,317,9,Nao
Apple,iPhone 12,Com defeito,64,Muito Ruim (abaixo de 39%),773.31,104,6,Sim
Apple,iPhone 11,Usado - Bom,128,Boa (80% ate 94%),534.83,221,2,Nao
Motorola,Motorola G7,Novo,256,Ruim (40% ate 59%),1331.67,117,14,Nao
Motorola,Motorola G7,Usado - Bom,128,Perfeita (95% ate 100%),1377.37,101,14,Nao
Samsung,Galaxy S22,Recondicionado,256,Boa (80% ate 94%),631.47,189,15,Nao
Motorola,Motorola Edge 30,Novo,64,Muito Ruim (abaixo de 39%),420.08,332,11,Nao
Apple,iPhone 13,Com defeito,64,Ok (60% ate 79%),1335.4,211,11,Sim
Apple,iPhone 13,Com defeito,256,Boa (80% ate 94%),1476.69,62,12,Nao
Samsung,Galaxy S22,Usado - Bom,32,Boa (80% ate 94%),683.02,352,7,Nao
Motorola,Motorola Edge 30,Usado - Excelente,256,Ok (60% ate 79%),546.5,360,2,Nao
Samsung,Galaxy S20,Recondicionado,128,Muito Ruim (abaixo de 39%),418.49,252,18,Nao
Apple,iPhone XR,Usado - Excelente,32,Muito Ruim (abaixo de 39%),555.19,142,9,Sim
Apple,iPhone 10,Novo,64,Boa (80% ate 94%),643.86,298,5,Sim
Motorola,Motorola G7,Usado - Excelente,128,Ruim (40% ate 59%),699.02,79,1,Nao
Samsung,Galaxy S21,Novo,64,Boa (80% ate 94%),1451.79,332,4,Nao
Samsung,Galaxy A71,Usado - Excelente,64,Ruim (40% ate 59%),414.67,311,5,Nao
Samsung,Galaxy S21,Recondicionado,64,Perfeita (95% ate 100%),1285.45,122,16,Nao
Samsung,Galaxy S21,Com defeito,128,Boa (80% ate 94%),305.3,211,13,Nao
Apple,iPhone 10,Com defeito,128,Ok (60% ate 79%),323.07,275,14,Nao
Samsung,Galaxy S21,Com defeito,128,Perfeita (95% ate 100%),1013.51,201,15,Nao
Motorola,Motorola G7,Usado - Excelente,128,Ruim (40% ate 59%),1386.95,53,15,Nao
Apple,iPhone 8 Plus,Com defeito,32,Ok (60% ate 79%),909.2,175,7,Sim
Apple,iPhone 13,Usado - Excelente,256,Ruim (40% ate 59%),547.36,165,12,Nao
Motorola,Motorola G7,Novo,32,Boa (80% ate 94%),1490.92,124,18,Nao
Samsung,Galaxy A51,Recondicionado,256,Muito Ruim (abaixo de 39%),872.63,283,14,Nao
Motorola,Motorola Edge 30,Usado - Bom,256,Ok (60% ate 79%),1420.04,184,16,Nao
Motorola,Motorola Edge 30,Recondicionado,256,Muito Ruim (abaixo de 39%),1401.03,124,13,Nao
Apple,iPhone 11,Usado - Excelente,64,Muito Ruim (abaixo de 39%),776.42,252,2,Sim
Motorola,Motorola G7,Usado - Excelente,32,Ok (60% ate 79%),1461.65,311,1,Nao
Apple,iPhone 14,Com defeito,64,Muito Ruim (abaixo de 39%),429.58,327,8,Sim
Motorola,Motorola G7,Usado - Excelente,256,Muito Ruim (abaixo de 39%),790.38,264,3,Nao
Samsung,Galaxy S20,Com defeito,64,Muito Ruim (abaixo de 39%),1461.29,222,2,Nao
Samsung,Galaxy S20,Com defeito,32,Perfeita (95% ate 100%),1089.81,65,19,Nao
Apple,iPhone 11,Novo,32,Ruim (40% ate 59%),1027.41,134,5,Sim
Motorola,Motorola Edge 30,Usado - Bom,64,Ok (60% ate 79%),600.11,265,16,Nao
Motorola,Motorola G7,Novo,64,Muito Ruim (abaixo de 39%),785.1,62,11,Nao
Apple,iPhone 14,Usado - Excelente,256,Perfeita (95% ate 100%),674.48,264,9,Nao
Apple,iPhone XR,Recondicionado,32,Ok (60% ate 79%),641.45,156,9,Sim
Apple,iPhone 13,Com defeito,128,Muito Ruim (abaixo de 39%),1137.07,175,19,Nao
Samsung,Galaxy S22,Usado - Excelente,64,Muito Ruim (abaixo de 39%),871.47,298,2,Nao
Apple,iPhone XR,Usado - Excelente,256,Muito Ruim (abaixo de 39%),437.77,346,19,Nao
Samsung,Galaxy S21,Recondicionado,256,Boa (80% ate 94%),903.72,169,7,Nao
Samsung,Galaxy A51,Usado - Bom,256,Boa (80% ate 94%),836.46,64,1,Nao
Samsung,Galaxy S20,Recondicionado,128,Muito Ruim (abaixo de 39%),900.97,236,3,Nao
Samsung,Galaxy S22,Usado - Excelente,64,Boa (80% ate 94%),906.02,169,17,Nao
Samsung,Galaxy S20,Usado - Excelente,256,Muito Ruim (abaixo de 39%),1238.24,175,1,Nao
Motorola,Motorola Edge 30,Com defeito,128,Ok (60% ate 79%),774.12,333,14,Nao
Samsung,Galaxy S20,Recondicionado,256,Perfeita (95% ate 100%),1256.22,148,12,Nao
Samsung,Galaxy A51,Com defeito,256,Boa (80% ate 94%),532.03,328,5,Nao
Apple,iPhone 8 Plus,Usado - Bom,64,Muito Ruim (abaixo de 39%),385.14,165,13,Sim
Apple,iPhone XR,Recondicionado,256,Muito Ruim (abaixo de 39%),585.02,165,12,Nao
Apple,iPhone 12,Usado - Bom,64,Ok (60% ate 79%),646.58,301,19,Sim
Samsung,Galaxy A71,Usado - Bom,128,Ok (60% ate 79%),1042.02,17,6,Nao
Samsung,Galaxy A51,Usado - Bom,256,Ruim (40% ate 59%),968.76,30,7,Nao
Motorola,Motorola G7,Usado - Excelente,64,Ok (60% ate 79%),677.87,315,4,Nao
Samsung,Galaxy S20,Novo,128,Ok (60% ate 79%),1000.2,264,15,Nao
Motorola,Motorola Edge 30,Usado - Bom,64,Perfeita (95% ate 100%),437.15,365,17,Nao
Apple,iPhone 13,Recondicionado,256,Boa (80% ate 94%),381.03,115,1,Nao
Motorola,Motorola Edge 30,Novo,32,Boa (80% ate 94%),711.57,124,17,Nao
Samsung,Galaxy S22,Recondicionado,256,Perfeita (95% ate 100%),1158.67,21,7,Nao
Motorola,Motorola Edge 30,Novo,256,Perfeita (95% ate 100%),466.88,65,12,Nao
Apple,iPhone 14,Usado - Bom,128,Perfeita (95% ate 100%),1402.35,117,4,Nao
Apple,iPhone 8 Plus,Novo,128,Boa (80% ate 94%),726.41,327,17,Nao
Samsung,Galaxy S21,Com defeito,32,Ok (60% ate 79%),345.86,186,19,Nao
Samsung,Galaxy S20,Usado - Bom,64,Ok (60% ate 79%),613.75,94,13,Nao
Samsung,Galaxy S21,Recondicionado,256,Perfeita (95% ate 100%),1158.67,169,19,Nao
Samsung,Galaxy S21,Usado - Excelente,32,Boa (80% ate 94%),731.84,242,4,Nao
Motorola,Motorola G7,Usado - Bom,256,Muito Ruim (abaixo de 39%),532.5,346,3,Nao
Motorola,Motorola Edge 30,Usado - Excelente,256,Muito Ruim (abaixo de 39%),1360.18,327,4,Nao
Motorola,Motorola G7,Recondicionado,128,Ok (60% ate 79%),315.92,238,1,Nao
Samsung,Galaxy S22,Novo,128,Muito Ruim (abaixo de 39%),620.5,236,7,Nao
Motorola,Motorola Edge 30,Com defeito,128,Ruim (40% ate 59%),862.26,52,1,Nao
Motorola,Motorola G7,Com defeito,32,Muito Ruim (abaixo de 39%),1117.94,227,3,Nao
Motorola,Motorola G7,Com defeito,32,Ok (60% ate 79%),1104.39,143,12,Nao
Samsung,Galaxy A71,Novo,256,Ruim (40% ate 59%),1358.37,221,6,Nao
Samsung,Galaxy A71,Novo,64,Ok (60% ate 79%),1270.67,138,11,Nao
Motorola,Motorola G7,Usado - Excelente,128,Perfeita (95% ate 100%),781.23,156,19,Nao
Samsung,Galaxy A51,Recondicionado,128,Boa (80% ate 94%),1430.42,174,4,Nao
Apple,iPhone 15,Usado - Bom,64,Ruim (40% ate 59%),880.74,5,1,Sim
Motorola,Motorola G7,Novo,64,Perfeita (95% ate 100%),532.5,354,19,Nao
Apple,iPhone 10,Usado - Excelente,64,Ok (60% ate 79%),1482.91,95,12,Sim
Samsung,Galaxy S20,Usado - Bom,64,Ruim (40% ate 59%),1461.29,132,13,Nao
Samsung,Galaxy A51,Com defeito,256,Ok (60% ate 79%),885.71,163,7,Nao
Apple,iPhone 11,Novo,256,Perfeita (95% ate 100%),1244.67,279,10,Nao
Motorola,Motorola G7,Recondicionado,256,Perfeita (95% ate 100%),667.98,319,13,Nao
Motorola,Motorola G7,Usado - Excelente,32,Ruim (40% ate 59%),1420.04,217,12,Nao
Motorola,Motorola Edge 30,Usado - Excelente,256,Perfeita (95% ate 100%),1263.44,130,12,Nao
Motorola,Motorola Edge 30,Usado - Bom,256,Ruim (40% ate 59%),670.04,189,20,Nao
Samsung,Galaxy A71,Novo,128,Ruim (40% ate 59%),595.03,33,3,Nao
Samsung,Galaxy A71,Recondicionado,32,Boa (80% ate 94%),683.02,286,19,Nao
Apple,iPhone 11,Novo,64,Ruim (40% ate 59%),1310.37,59,18,Sim
Motorola,Motorola Edge 30,Recondicionado,64,Ok (60% ate 79%),355.74,104,16,Nao
Samsung,Galaxy S22,Usado - Excelente,256,Muito Ruim (abaixo de 39%),1117.64,217,13,Nao
Apple,iPhone 11,Recondicionado,128,Ruim (40% ate 59%),683.06,59,13,Nao
Apple,iPhone 10,Usado - Excelente,32,Muito Ruim (abaixo de 39%),773.31,255,2,Sim
Motorola,Motorola Edge 30,Usado - Excelente,32,Ruim (40% ate 59%),341.21,243,12,Nao
Samsung,Galaxy S21,Novo,32,Muito Ruim (abaixo de 39%),1333.02,282,9,Nao
Apple,iPhone 11,Usado - Excelente,256,Muito Ruim (abaixo de 39%),341.87,18,20,Nao
Motorola,Motorola Edge 30,Recondicionado,128,Ok (60% ate 79%),617.16,301,3,Nao
Motorola,Motorola G7,Usado - Bom,64,Ok (60% ate 79%),785.97,151,16,Nao
Samsung,Galaxy S22,Com defeito,32,Boa (80% ate 94%),955.51,275,1,Nao
Apple,iPhone 8 Plus,Recondicionado,128,Muito Ruim (abaixo de 39%),816.53,169,14,Nao
Motorola,Motorola Edge 30,Recondicionado,256,Ruim (40% ate 59%),725.6,22,3,Nao
Apple,iPhone 14,Usado - Bom,32,Ruim (40% ate 59%),891.63,163,8,Sim
Apple,iPhone 11,Usado - Excelente,64,Perfeita (95% ate 100%),1080.44,174,15,Sim
Apple,iPhone 10,Usado - Excelente,32,Perfeita (95% ate 100%),585.02,129,3,Sim
Motorola,Motorola G7,Com defeito,256,Ok (60% ate 79%),862.38,175,18,Nao
Motorola,Motorola Edge 30,Com defeito,256,Ok (60% ate 79%),781.23,184,2,Nao
Motorola,Motorola G7,Com defeito,128,Boa (80% ate 94%),1251.08,42,9,Nao
Samsung,Galaxy S20,Recondicionado,128,Muito Ruim (abaixo de 39%),1409.0,363,12,Nao
Samsung,Galaxy A51,Com defeito,256,Ruim (40% ate 59%),1000.2,193,16,Nao
Samsung,Galaxy A71,Com defeito,128,Muito Ruim (abaixo de 39%),1076.3,117,19,Nao
Motorola,Motorola G7,Recondicionado,32,Ruim (40% ate 59%),996.3,348,10,Nao
Apple,iPhone 10,Usado - Bom,64,Ruim (40% ate 59%),391.04,131,12,Sim
Apple,iPhone 10,Com defeito,128,Perfeita (95% ate 100%),752.02,169,16,Nao
